domain
"https://www.virustotal.com/vtapi/v2/url/report"
"https://machinelearningmastery.com/command-line-arguments-for-your-python-script/"
"https://dev.socrata.com/docs/formats/csv.html"
"https://tryhackme.com/dashboard"
"https://stackoverflow.com/questions/8381193/handle-json-decode-error-when-nothing-returned"
"https://webzel.net/koko/wechat1.zip"
